8-Apr-16,428.4,428.4,420.2,421.5,422.0255937,536147,8529,226267756,198277,36.98,8.2,-6.9
7-Apr-16,427.8,431.9,425,426.45,428.6520262,431248,9428,184855329,81869,18.98,6.9,-1.35
6-Apr-16,434,436.45,423.3,424.85,427.1211024,737384,11915,314952267,293808,39.84,13.15,-9.15
5-Apr-16,443.7,449.5,430.6,432.25,442.6318836,1771570,15788,784153366,279455,15.77,18.9,-11.45
4-Apr-16,452.9,452.9,441.95,445.1,446.2562893,343877,6779,153457274,95944,27.9,10.95,-7.8
1-Apr-16,443.65,451.8,440.3,449.55,446.7541097,549249,12882,245379248,67354,12.26,11.5,5.9
31-Mar-16,442.1,448.6,438,444.55,443.905442,619345,12359,274930616,212043,34.24,10.6,2.45
30-Mar-16,432,445.3,432,443.4,438.157995,649666,9539,284656352,290412,44.7,13.3,11.4
29-Mar-16,425,432.8,422.8,429.35,428.6046355,547553,7530,234683754,216824,39.6,10,4.35
28-Mar-16,437.55,438.45,420.2,422.8,429.0779805,707113,8849,303406618,342510,48.44,18.25,-14.75
23-Mar-16,437.5,441,435.3,437.55,437.7464876,311251,5829,136249032,70469,22.64,5.7,0.05
22-Mar-16,445.5,447.5,434.6,440.65,441.7557035,790040,11846,349004676,276196,34.96,12.9,-4.85
21-Mar-16,438,445,438,443.55,442.214285,524493,10075,231938297,157401,30.01,7,5.55
18-Mar-16,429.1,437.25,429,435.95,433.6224927,502226,7678,217776490,127297,25.35,8.25,6.85
17-Mar-16,430,434.95,425.25,427.95,430.7114015,915580,14770,394350745,298167,32.57,9.7,-2.05
16-Mar-16,419,425.5,411,424.25,418.2038844,618988,10119,258863186,154223,24.92,14.5,5.25
15-Mar-16,417.5,421.75,416.2,419.15,419.4062483,844897,10925,354355081,394977,46.75,5.55,1.65
14-Mar-16,417.8,422,413.25,415.95,417.2239265,462683,7068,193042418,88688,19.17,8.75,-1.85
11-Mar-16,413.85,421.9,408.65,412.45,414.3350092,678468,9895,281113045,176219,25.97,13.25,-1.4
10-Mar-16,418,419.85,410.75,413.15,413.9498543,555222,8284,229834066,143578,25.86,9.1,-4.85
9-Mar-16,409.85,418,407.75,417.05,414.7473817,545768,9409,226355849,136994,25.1,10.25,7.2
8-Mar-16,416,423.05,409,411.7,414.300986,829590,10980,343699955,218061,26.29,14.05,-4.3
4-Mar-16,417.7,418.2,409.25,415.8,413.8775195,664008,11645,274817984,159384,24,8.95,-1.9
3-Mar-16,411,419,407.05,416.85,412.6120869,1052197,14126,434149200,347302,33.01,11.95,5.85
2-Mar-16,401.7,411.65,400.25,407.15,407.5108601,1069236,14178,435725282,406378,38.01,11.4,5.45
1-Mar-16,379.5,393,379.5,391.9,387.6148546,779150,15969,302010114,241649,31.01,13.5,12.4
29-Feb-16,389,391,373.7,375.25,385.8063914,29390246,42675,11338944752,26067951,88.7,17.3,-13.75
26-Feb-16,384.65,389.95,382.2,386.05,386.822704,711697,8438,275300558,281914,39.61,7.75,1.4
